Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
9254-RBFON,Femenino,0,Si,Si,17,Si,No,Fibra Optica,No,No,Si,Si,Si,Si,Plan 12 Meses,No,PAC (Cta Cte),Si,49300.0,852475.0,Concepcion
1205-WNWPJ,Femenino,0,No,No,7,Si,No,ADSL/Cobre,No,No,No,Si,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,29750.0,207975.0,Talcahuano
9391-EOYLI,Masculino,1,Si,No,12,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,40225.0,475100.0,San Pedro de la Paz
7108-DGVUU,Femenino,1,Si,No,21,Si,Si,ADSL/Cobre,No,Si,Si,No,No,Si,Plan 12 Meses,No,PAC (Cta Cte),No,35850.0,748525.0,Talcahuano
2782-JEEBU,Masculino,0,No,No,21,No,Sin linea,ADSL/Cobre,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,18000.0,390075.0,Hualpen
5127-BZENZ,Femenino,0,Si,Si,56,Si,Si,ADSL/Cobre,Si,No,No,No,Si,No,Plan 12 Meses,No,PAC (Cta Cte),No,32600.0,1756075.0,Talcahuano
2720-FVBQP,Femenino,0,Si,Si,6,Si,Si,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,24475.0,136625.0,Talcahuano
9906-NHHVC,Femenino,1,No,No,65,No,Sin linea,ADSL/Cobre,No,Si,Si,No,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,26750.0,1758950.0,Concepcion
4522-XRWWI,Masculino,0,Si,No,42,Si,Si,ADSL/Cobre,Si,No,No,Si,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,40225.0,1687950.0,Hualpen
3766-EJLFL,Femenino,0,Si,Si,68,Si,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,54525.0,3754275.0,Concepcion
5939-SXWHM,Masculino,0,Si,Si,48,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,13150.0,622525.0,Hualpen
8152-UOBNY,Femenino,1,No,No,50,Si,Si,Fibra Optica,No,Si,No,Si,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,53400.0,2673975.0,San Pedro de la Paz
7351-KYHQH,Femenino,1,No,No,7,Si,No,ADSL/Cobre,No,Si,Si,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,32475.0,246825.0,San Pedro de la Paz
7643-RCHXS,Femenino,0,Si,Si,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Transferencia/Webpay,No,9675.0,631925.0,Chiguayante
8246-SHFGA,Masculino,0,No,No,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,10550.0,192775.0,Talcahuano
8387-MOJJT,Femenino,0,Si,Si,42,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,38975.0,1692000.0,Concepcion
0620-XEFWH,Masculino,0,Si,Si,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9425.0,42100.0,Hualpen
6485-QXWWE,Femenino,0,No,Si,62,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,13000.0,819350.0,Concepcion
2761-OCIAX,Masculino,1,No,No,2,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37350.0,82700.0,San Pedro de la Paz
7321-VGNKU,Femenino,0,Si,No,2,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,35175.0,60125.0,Concepcion
5327-CNLUQ,Masculino,0,Si,No,48,Si,Si,Fibra Optica,Si,Si,Si,No,Si,No,Plan 24 Meses,Si,PAC (Cta Cte),No,48450.0,2236725.0,Hualpen
7552-KEYGT,Masculino,0,Si,No,27,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,9775.0,260275.0,Talcahuano
5816-JMLGY,Femenino,0,Si,Si,70,Si,No,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,40200.0,2858925.0,Concepcion
3068-OMWZA,Masculino,1,No,No,1,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,44400.0,44400.0,Chiguayante
2927-QRRQV,Masculino,0,Si,No,46,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Plan 12 Meses,Si,Transferencia/Webpay,No,47325.0,2156250.0,Concepcion
6032-KRXXO,Masculino,0,No,No,30,Si,No,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,45125.0,1377675.0,San Pedro de la Paz
7459-RRWQZ,Femenino,0,No,No,15,Si,Si,ADSL/Cobre,Si,No,No,No,No,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,32325.0,497275.0,San Pedro de la Paz
6265-SXWBU,Masculino,0,Si,Si,69,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,47875.0,3255625.0,Concepcion
7941-RCJOW,Masculino,0,No,No,65,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,9775.0,609325.0,Hualpen
6374-NTQLP,Masculino,1,Si,Si,72,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,52050.0,3723850.0,Talcahuano
4154-AQUGT,Masculino,1,Si,No,13,Si,No,Fibra Optica,No,Si,No,Si,No,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,44525.0,584675.0,Concepcion
2387-KDZQY,Masculino,0,No,No,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,10050.0,139750.0,Concepcion
3584-WKTTW,Masculino,0,Si,No,51,Si,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,55775.0,2860175.0,San Pedro de la Paz
3399-BMLVW,Masculino,0,Si,Si,51,Si,No,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 24 Meses,No,PAT (Tarjeta Credito),No,30250.0,1560725.0,San Pedro de la Paz
1971-DTCZB,Femenino,0,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,45475.0,3234300.0,Chiguayante
3092-IGHWF,Masculino,0,Si,Si,67,Si,Si,Fibra Optica,No,Si,Si,No,No,No,Plan 12 Meses,No,Transferencia/Webpay,Si,43700.0,2959400.0,Talcahuano
3374-PZLXD,Masculino,0,No,No,34,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9850.0,337800.0,Concepcion
3813-DHBBB,Masculino,0,Si,No,67,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,25475.0,1760850.0,Chiguayante
2812-REYAT,Femenino,0,Si,No,49,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAC (Cta Cte),No,10025.0,461550.0,Hualpen
6518-PPLMZ,Masculino,0,Si,Si,53,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,9700.0,555175.0,Talcahuano
4939-KYYPY,Masculino,0,No,No,27,Si,Si,ADSL/Cobre,No,No,Si,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,29725.0,805825.0,Chiguayante
8017-LXHFA,Femenino,1,No,No,23,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47375.0,1146800.0,Chiguayante
5930-GBIWP,Masculino,0,No,No,69,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,40750.0,2776625.0,Talcahuano
6022-KOUQO,Femenino,0,Si,Si,2,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,14525.0,22375.0,Talcahuano
6352-TWCAU,Femenino,0,No,No,35,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,43225.0,1514550.0,Concepcion
2361-UPSND,Femenino,0,Si,No,46,Si,No,ADSL/Cobre,Si,Si,No,Si,No,Si,Plan 12 Meses,No,Caja Vecina/Servipag,No,35300.0,1615525.0,Talcahuano
6035-RIIOM,Femenino,0,No,No,54,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,48600.0,2564725.0,San Pedro de la Paz
2929-QNSRW,Femenino,0,Si,No,56,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,Si,49125.0,2754175.0,San Pedro de la Paz
1262-OPMFY,Femenino,0,Si,No,9,Si,No,Fibra Optica,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,37875.0,327950.0,Concepcion
9504-DSHWM,Masculino,0,No,No,20,Si,Si,ADSL/Cobre,Si,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,29600.0,595600.0,Hualpen
5035-BVCXS,Masculino,0,No,No,11,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,37950.0,433200.0,Talcahuano
6267-DCFFZ,Femenino,1,Si,No,30,Si,Si,Fibra Optica,No,Si,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,45025.0,1313600.0,Concepcion
3533-UVMOM,Masculino,0,Si,No,68,Si,No,ADSL/Cobre,Si,Si,Si,No,No,Si,Plan 24 Meses,No,PAC (Cta Cte),No,35475.0,2370725.0,Concepcion
2439-LYPMQ,Masculino,1,Si,No,38,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,51300.0,2004600.0,Concepcion
4248-QPAVC,Femenino,1,Si,No,17,Si,Si,Fibra Optica,Si,No,Si,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,42675.0,731725.0,San Pedro de la Paz
1899-VXWXM,Masculino,0,No,No,48,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),Si,53050.0,2541400.0,San Pedro de la Paz
1478-VPOAD,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,21900.0,21900.0,Talcahuano
9995-HOTOH,Masculino,0,Si,Si,63,No,Sin linea,ADSL/Cobre,Si,Si,Si,No,Si,Si,Plan 24 Meses,No,Transferencia/Webpay,No,29500.0,1853800.0,Chiguayante
2988-PLAHS,Femenino,0,No,No,3,Si,No,ADSL/Cobre,No,No,Si,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,34975.0,110225.0,Chiguayante
1371-OJCEK,Femenino,0,No,No,48,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,12175.0,566850.0,Hualpen
4999-IEZLT,Masculino,0,No,No,66,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,14725.0,991575.0,Concepcion
8883-ANODQ,Femenino,0,Si,Si,68,Si,Si,Fibra Optica,No,Si,Si,No,No,No,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,42200.0,2873375.0,Concepcion
4690-LLKUA,Masculino,1,No,No,17,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,22525.0,385300.0,Chiguayante
2351-RRBUE,Femenino,0,Si,Si,7,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10325.0,67025.0,Hualpen
5980-BDHPY,Masculino,0,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,43550.0,3115050.0,Talcahuano
1498-DQNRX,Femenino,0,Si,No,29,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9925.0,286525.0,San Pedro de la Paz
9469-WEJBT,Masculino,0,Si,No,37,Si,No,Fibra Optica,No,No,Si,Si,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,45175.0,1709650.0,San Pedro de la Paz
3331-HQDTW,Femenino,0,No,No,34,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,54900.0,1793625.0,Chiguayante
9490-DFPMD,Femenino,1,No,No,42,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42325.0,1770675.0,San Pedro de la Paz
2581-VKIRT,Femenino,0,Si,Si,59,Si,Si,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 12 Meses,No,Caja Vecina/Servipag,No,32750.0,1900650.0,Hualpen
5442-XSDCW,Masculino,0,Si,Si,11,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,39750.0,434250.0,Concepcion
7426-WEIJX,Masculino,1,Si,Si,60,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,40475.0,2429550.0,Concepcion
2851-MMUTZ,Femenino,0,No,No,27,Si,No,ADSL/Cobre,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,28075.0,719675.0,Hualpen
3049-NDXFL,Femenino,0,No,No,1,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,42900.0,42900.0,San Pedro de la Paz
8580-AECUZ,Masculino,1,No,No,1,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39550.0,39550.0,Concepcion
3307-TLCUD,Masculino,0,Si,No,17,No,Sin linea,ADSL/Cobre,Si,No,Si,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,17200.0,296375.0,Concepcion
6625-FLENO,Masculino,0,Si,No,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10375.0,592975.0,Hualpen
2967-MXRAV,Masculino,0,Si,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9400.0,9400.0,Concepcion
7963-GQRMY,Femenino,0,Si,Si,3,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,22150.0,67250.0,Talcahuano
8189-HBVRW,Femenino,0,No,No,53,Si,Si,Fibra Optica,Si,Si,Si,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,45400.0,2460600.0,San Pedro de la Paz
4163-KIUHY,Masculino,0,No,No,35,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,12800.0,450625.0,Concepcion
1228-FZFRV,Masculino,0,Si,Si,50,Si,Si,Fibra Optica,Si,No,Si,No,Si,Si,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),Si,52975.0,2670900.0,Concepcion
3500-NSDOA,Masculino,0,Si,Si,68,Si,Si,ADSL/Cobre,No,Si,No,Si,No,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,35400.0,2429975.0,Chiguayante
1171-TYKUR,Masculino,0,Si,No,47,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,12700.0,569600.0,Talcahuano
3761-FLYZI,Femenino,1,Si,No,65,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,54400.0,3541225.0,San Pedro de la Paz
2058-DCJBE,Masculino,0,No,No,5,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,34875.0,162300.0,Chiguayante
5364-XYIRR,Masculino,0,Si,No,51,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47325.0,2406375.0,San Pedro de la Paz
4829-AUOAX,Femenino,0,No,No,46,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,48025.0,2199750.0,Concepcion
1219-NNDDO,Femenino,0,No,No,9,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,38425.0,331775.0,San Pedro de la Paz
8388-DMKAE,Femenino,0,No,No,8,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10125.0,87325.0,San Pedro de la Paz
4403-BWPAY,Masculino,0,No,No,14,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,12400.0,160850.0,Chiguayante
9659-QEQSY,Femenino,0,No,No,45,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,57825.0,2562750.0,San Pedro de la Paz
5405-ZMYXQ,Femenino,0,No,No,8,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,37300.0,274450.0,Concepcion
5047-LHVLY,Masculino,1,No,Si,1,Si,No,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,25075.0,25075.0,Chiguayante
1442-OKRJE,Masculino,0,Si,Si,66,Si,No,Fibra Optica,Si,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,51575.0,3515650.0,San Pedro de la Paz
4737-AQCPU,Masculino,0,Si,Si,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,No,Plan 24 Meses,No,PAT (Tarjeta Credito),No,36050.0,2508325.0,Hualpen
9158-VCTQB,Femenino,0,Si,No,41,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,56800.0,2297475.0,San Pedro de la Paz
2808-CHTDM,Femenino,0,Si,Si,23,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,12550.0,305725.0,Concepcion
6311-UEUME,Femenino,0,No,No,29,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39450.0,1192075.0,Hualpen
0793-TWELN,Femenino,0,No,No,4,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,40075.0,159925.0,San Pedro de la Paz
3283-WCWXT,Masculino,0,Si,Si,6,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,12700.0,76650.0,Talcahuano
1060-ENTOF,Femenino,1,Si,No,67,Si,Si,Fibra Optica,Si,Si,Si,Si,No,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,52700.0,3517800.0,Concepcion
0999-QXNSA,Masculino,1,No,Si,7,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,22875.0,172100.0,Talcahuano
5451-MHQOF,Masculino,0,Si,Si,56,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,12225.0,715825.0,Talcahuano
4836-WNFNO,Femenino,0,Si,No,72,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,12500.0,924600.0,Hualpen
9225-BZLNZ,Masculino,0,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,No,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,No,42625.0,3041550.0,San Pedro de la Paz
0354-VXMJC,Masculino,0,Si,Si,23,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9800.0,213325.0,Concepcion
4422-QVIJA,Femenino,0,No,Si,35,Si,Si,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,25075.0,827675.0,San Pedro de la Paz
9365-SRSZE,Masculino,1,Si,No,27,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,35275.0,971950.0,San Pedro de la Paz
6839-ITVZJ,Femenino,0,Si,Si,26,Si,Si,ADSL/Cobre,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,30025.0,808075.0,Talcahuano
8332-OSJDW,Masculino,0,Si,Si,12,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,13200.0,157475.0,Talcahuano
4735-BJKOU,Femenino,0,No,No,40,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10075.0,402425.0,Concepcion
0274-JKUJR,Masculino,0,Si,Si,7,No,Sin linea,ADSL/Cobre,Si,Si,Si,No,Si,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,29425.0,232850.0,Chiguayante
5740-YHGTW,Masculino,0,Si,Si,70,Si,Si,Fibra Optica,Si,Si,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,48775.0,3334525.0,Hualpen
8917-SZTTJ,Masculino,0,Si,Si,60,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9825.0,580875.0,Chiguayante
1696-MZVAU,Masculino,0,Si,Si,39,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,12625.0,473875.0,Hualpen
7359-WWYJV,Masculino,0,Si,No,72,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,57225.0,4187525.0,Concepcion
0375-HVGXO,Femenino,0,No,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,17350.0,17350.0,Chiguayante
4906-ZHGPK,Masculino,0,Si,Si,54,Si,Si,ADSL/Cobre,No,Si,No,Si,Si,No,Plan 12 Meses,Si,Transferencia/Webpay,No,35350.0,1885000.0,San Pedro de la Paz
8593-WHYHV,Masculino,0,No,No,3,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42650.0,132400.0,Hualpen
3795-GWTRD,Femenino,0,Si,Si,63,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,No,Plan 24 Meses,No,PAT (Tarjeta Credito),No,37775.0,2353925.0,Hualpen
1298-PHBTI,Masculino,0,Si,Si,71,Si,Si,Fibra Optica,No,Si,No,Si,No,No,Plan 24 Meses,Si,Transferencia/Webpay,No,42400.0,3076200.0,San Pedro de la Paz
6223-DHJGV,Femenino,0,No,No,42,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,10325.0,479050.0,Concepcion
6961-MJKBO,Masculino,0,No,No,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,10225.0,471500.0,Hualpen
6097-EQISJ,Femenino,0,Si,Si,66,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),Si,51225.0,3307575.0,Concepcion
4423-YLHDV,Femenino,0,Si,No,21,Si,Si,Fibra Optica,Si,No,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,52200.0,1100125.0,Concepcion
8158-WPEZG,Masculino,0,No,No,11,No,Sin linea,ADSL/Cobre,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,17825.0,212550.0,Hualpen
0107-YHINA,Masculino,0,No,Si,1,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,49875.0,49875.0,Talcahuano
4918-FYJNT,Femenino,1,Si,No,55,Si,Si,Fibra Optica,No,Si,Si,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,45225.0,2522400.0,San Pedro de la Paz
0727-BNRLG,Masculino,0,No,No,69,Si,Si,Fibra Optica,No,Si,Si,Si,Si,No,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,48825.0,3371775.0,San Pedro de la Paz
4854-CIDCF,Femenino,1,No,No,3,Si,No,Fibra Optica,No,No,Si,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,36925.0,98200.0,Concepcion
8640-SDGKB,Masculino,0,No,No,4,Si,No,ADSL/Cobre,No,No,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37200.0,149850.0,Concepcion
3280-MRDOF,Masculino,1,No,No,30,Si,Si,ADSL/Cobre,No,No,Si,Si,Si,No,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,34550.0,1046950.0,San Pedro de la Paz
6435-SRWBJ,Femenino,0,No,No,5,Si,Si,Fibra Optica,No,No,Si,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,41375.0,208875.0,Concepcion
9964-WBQDJ,Femenino,0,Si,No,71,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,12200.0,862700.0,Hualpen
